,name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
308,Mast Punjabi,0,No,2.6outof5,Aloo Paratha,400
309,South Grand,0,No,3.4outof5,Rava Dosa,400
310,Catch-up-ino,0,No,3.9outof5,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi",800
311,The Pizzeria,0,No,2.8outof5,Pesto Pizza,800
312,Cafe Zone,0,No,3.9outof5,,300
313,Ruchis Point,0,No,3.8outof5,"Sandwiches, Noodles, Sandwich",200
314,Firangi Bake,0,No,4.0outof5,"Lasagne, Steak, Masala Quesadilla, Garlic Bread",600
315,The Royal Corner - Pai Viceroy,0,Yes,4.2outof5,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian",900
316,Hara Fine Dine,0,Yes,4.0outof5,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan",800
317,Chocoberry,0,No,3.5outof5,"Waffles, Cup Cake, Chocolate Cake",400
318,Dakshin Grand,0,No,3.0outof5,,300
319,Sandwichwallas,0,No,3.7outof5,,200
320,Chai Mane,0,No,3.6outof5,,150
321,SLV Upachar,0,No,3.1outof5,,250
322,Waffle-A-Go Go,0,No,3.9outof5,Waffles,400
323,Cross Road Cafe,0,No,3.9outof5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",300
324,Anand Donne Biriyani,0,No,3.6outof5,,200
325,Seven Star,0,No,3.4outof5,,250
326,Stop 'N' Joy,0,No,3.8outof5,,150
327,Sri Yaksha Shiv Sagar,0,No,3.6outof5,,600
328,Fudge,0,No,3.8outof5,,200
329,Just Bunny,0,No,3.5outof5,,200
330,Bakers Town,0,No,3.8outof5,"Freak Shake, Fries, Pasta Alfredo",650
331,Shree Mahalakshmi Sweets,0,No,3.2outof5,,100
332,Kaapi Kendra,0,No,3.7outof5,,100
333,Ivy,0,No,3.8outof5,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken",600
334,The Airos,0,No,4.1outof5,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls",650
335,Chai Kraft,0,No,4.1outof5,"Masala Chai, Coffee, Masala Tea, Maggi",100
336,Kirthi's Biryani,0,No,3.8outof5,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700
337,South Point Pub,0,No,3.4outof5,,800
338,The Trundle,0,No,3.7outof5,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup",700
339,The Krishna Grand Xpress,0,No,4.0outof5,"Vada, Masala Dosa, Idli",350
340,Sri Krishna Darshini,0,No,3.1outof5,,200
341,Shringar Sweets & Snacks,0,No,3.5outof5,,200
342,Udupi Grand,0,No,3.8outof5,"Coffee, Masala Dosa, Vegetable Biryani",300
343,Ganesh Grand,0,No,3.7outof5,,300
344,Shreyas Upahar & Burger Point,0,No,3.0outof5,,200
345,Coffee Tindi,0,No,3.8outof5,,200
346,Little Cafe,0,No,3.7outof5,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",600
347,Mumbai Badam Milk & Lassi Center,0,No,3.6outof5,,100
348,Sri Krishna Sagar,0,No,3.2outof5,,400
349,Mylari Biryani Family Restaurant,0,No,3.7outof5,,400
350,1980s Games Cafe,0,No,3.4outof5,"Maggi, Pasta, Burgers, Sandwiches, Fries",400
351,Kadala Tarangaa,0,No,3.6outof5,"Sea Food, Neer Dosa",600
352,Namma Biryani,0,No,3.6outof5,,250
353,Nandhanu's Rasoi,0,No,3.0outof5,,400
354,Hotel Pork Paradise,0,No,3.7outof5,,300
355,As On Fire,0,No,3.5outof5,Pizza,400
356,J K Fish Land,0,No,3.6outof5,,300
357,Curry Leaves,0,No,4.1outof5,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani",800
358,Lassi Shop,0,No,3.5outof5,,300
359,Magic Meals,0,No,3.7outof5,"Biryani, Thick Shakes, Fries",400
360,Desi Cream Junction,0,Yes,3.7outof5,Vegetarian,650
361,Drunken Monkey,0,No,3.8outof5,,400
362,Ruchi's Corner,0,No,2.7outof5,,200
363,Tandoori Bytes,0,No,3.6outof5,,700
364,Bangalore Donne Biriyani,0,No,3.2outof5,,300
365,SGS Non Veg - Gundu Pulav,0,No,3.8outof5,,400
366,Keventers,0,No,3.7outof5,,400
367,Sree Sagar,0,No,,,200
368,Navi Food Point,0,No,3.6outof5,,200
369,Shawarma Inc,0,No,3.1outof5,,250
370,The Cafe Nuts and Bolts,0,No,3.0outof5,,500
371,AM WOW,0,No,3.4outof5,,100
372,Lalbagh Grand,0,No,3.0outof5,,250
373,Funjabi Curries,0,No,2.9outof5,,500
374,Eat Repeat,0,No,3.9outof5,"Sweet Pongal, Curd Rice",150
375,Salut,0,Yes,4.1outof5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","1,200"
376,Nammura Donne Biriyani,0,No,3.5outof5,,400
377,Lassi Stop,0,No,3.4outof5,,150
378,Dakshin Kitchen,0,No,3.6outof5,,100
379,Sri Sai Cafe,0,No,3.5outof5,,200
380,Sri Sai 99 Variety Dosa,0,No,3.8outof5,,300
381,Utsav Restaurant,0,No,3.8outof5,,300
382,Crunch and Munch,0,No,3.7outof5,,300
383,Food Geek,0,No,3.8outof5,,350
384,Sri Krishna Aramane,0,No,3.7outof5,,200
385,Great Indian Rolls,0,No,3.3outof5,,100
386,Chats Point,0,No,3.4outof5,,150
387,Food Point,0,No,3.5outof5,,300
388,Swarga Ruchi,0,No,3.3outof5,,200
389,Kolkata King,0,No,3.4outof5,,300
390,Sandwich Mama's And Frozen Monster,0,No,3.8outof5,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",250
391,New Rajadhani Spicy,0,No,3.7outof5,,700
392,Big Mishra Pedha,0,No,2.9outof5,,250
393,VEGeatz,0,No,3.4outof5,,200
394,Foodizo,0,No,3.6outof5,,300
395,Food Springs,0,No,4.0outof5,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll",400
396,Chung's Chinese Corner,0,No,3.9outof5,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",700
397,Eurasia Pasta and Barbeque by Little Italy,0,Yes,4.1outof5,"Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","1,200"
398,Goli Vada Pav No. 1,0,No,3.7outof5,"Masala Vada Pav, Cheese Vada Pav, Fries",200
399,Ragoo's,0,No,3.9outof5,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli",800
400,Pure & Natural,0,No,3.9outof5,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad",500
401,Maiyas,0,No,4.0outof5,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath",200
402,Sip n Dine,0,No,3.6outof5,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka",800
403,Cafe Mondo,0,No,3.7outof5,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge",600
404,Jalpaan,0,Yes,4.0outof5,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi",900
405,Kataria's Pakwan,0,No,3.2outof5,"Paratha, Lassi, Manchurian, Thali",400
406,Juicy Momos,0,No,3.5outof5,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos",250
407,Amande Patisserie,0,No,4.0outof5,"Macaroon, Mousse, Caramel Eclair",300
408,Anand Sweets and Savouries,0,No,3.9outof5,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori",400
409,Chicken Hunt,0,No,3.5outof5,Chicken Grill,350
410,Swadesh Tadka,0,No,3.5outof5,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani",600
411,Cane-O-La,0,No,3.8outof5,"Sugarcane Juice, Popcorn",100
412,New Biryani Mane,0,No,3.7outof5,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti",450
413,Upahara Darshini,0,No,3.8outof5,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli",400
414,Karnataka Bhel House,0,No,4.1outof5,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",100
415,Sreeraj Lassi Bar,0,No,4.1outof5,"Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",150
416,Juice Junction Food Court,0,No,3.7outof5,,200
417,Bunt's Biriyani Palace,0,No,3.0outof5,"Neer Dosa, Sea Food, Pepper Chicken",400
418,Chai Point,0,No,3.2outof5,"Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut",250
419,Janahaar,0,No,3.8outof5,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",100
420,Redberrys,0,No,4.0outof5,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam",600
421,Utsav,0,No,3.7outof5,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav",200
422,Meat And Eat,0,No,3.1outof5,,500
423,Snacks Bite,0,No,3.0outof5,,400
424,The Spice Saga,0,No,3.7outof5,"Biryani, Chicken Grill, Butter Chicken",750
425,Dakshin Cafe,0,No,3.7outof5,,100
426,Mr. Parathewala,0,No,,,300
427,Kaulige Millet Corner,0,No,3.3outof5,,150
428,Ifruit Ice Cream,0,No,3.3outof5,,150
429,Havmor,0,No,3.8outof5,,200
430,Grand Food,0,No,3.4outof5,,250
431,Dining Hut,0,No,3.5outof5,,400
432,7 Hills Garden Restaurant,0,No,,,400
433,Desi Swaad,0,No,3.5outof5,,400
434,Yummy Momos,0,No,3.2outof5,,200
435,Masale Daan,0,No,3.1outof5,,350
436,Sri Manjunatha Tandoori Corner,0,No,,,300
437,Grow Fit,0,No,3.6outof5,,500
438,The House Of Vadapav,0,No,,,150
439,Cutcakes,0,No,,,300
440,Lassi Spot,0,No,3.3outof5,,100
441,Sandwich Hub,0,No,3.4outof5,,300
442,Healthy Bakes 'n' Brew,0,No,,,150
443,Udupi Sri Krishna Cafe,0,No,3.9outof5,,600
444,Starlite Bakery & Fastfood,0,No,3.7outof5,,300
445,Veganbreak24x7,0,No,2.8outof5,,199
446,Aadhya Hotel,0,No,3.3outof5,,800
447,Dodda Mane Baaduta,0,No,3.5outof5,,250
448,Swadd Kitchen,0,No,3.4outof5,,500
449,Nandini Milk Parlour and Restaurant,0,No,,,250
450,Happy Chopsticks,0,No,3.6outof5,,300
451,Sai Super Sandwich,0,No,NEW,,200
452,Right Pizza,0,No,NEW,,300
453,Udupi Upachar,0,No,3.3outof5,,500
454,Davanagere Benne Dose Hut,0,No,3.4outof5,,100
455,The Sip Shop,0,No,NEW,,200
456,Jalsa,0,Yes,4.1outof5,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup",800
457,Subz,0,Yes,4.2outof5,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","1,000"
458,Rajastani Rasoi,0,No,,,100
459,Sri Banashankari Upahara,0,No,NEW,,150
460,Cafe Shuffle,0,Yes,4.2outof5,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",600
461,Mint and Mustard,0,No,4.0outof5,"Paneer Tikka, Masala Papad, Garlic Naan",750
462,Chinese Square,0,No,3.9outof5,,200
463,Hyderabad Express,0,No,NEW,,300
464,Punjabi Raswada,0,Yes,3.5outof5,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",800
465,Vinny's,0,Yes,4.2outof5,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800
466,Chetty's Corner,0,No,3.4outof5,,200
467,Kapoor's Cafe,0,No,4.2outof5,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",800
468,Donne Biryani & Kabab Corner,0,No,3.3outof5,,200
469,Sukh Sagar,0,No,3.8outof5,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti",450
470,S M V Snacks Corner,0,No,3.7outof5,,200
471,Andhra Ruchulu,0,Yes,4.1outof5,"Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","1,000"
472,The Samosa Co,0,No,,,200
473,Steaming Mugs,0,No,3.9outof5,"Fries, Oreo Shake, Pasta Arrabiata",700
474,San Churro Cafe,0,No,3.8outof5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",800
475,Rajathadri Food Fort,0,No,4.0outof5,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala",600
476,Brew Meister,0,Yes,4.1outof5,"Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","1,500"
477,Rasoi,0,No,3.3outof5,"Lassi, Panneer Butter Masala, Paratha, Thali",300
478,Mr. Singh Da Dhaba,0,No,3.6outof5,"Mughlai Paratha, Laccha Paratha, Rolls",300
479,Kababs N Biryani,0,No,3.4outof5,,200
480,Ayodhya Upachar,0,No,4.3outof5,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200
481,Biriyani Mane,0,No,3.8outof5,"Biryani, Chilli Chicken, Neer Dosa",400
482,Cafe Ajfan,0,No,4.2outof5,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries",700
483,Brundhavana Food Point,0,No,4.0outof5,Biryani,300
484,SLV Corner Restaurant,0,No,4.1outof5,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",550
485,Biryani Royals Garden,0,No,NEW,,500
486,Hotel New Karavali,0,No,3.8outof5,,300
487,The Krishna Grand,0,No,3.9outof5,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750
488,360 Atoms Restaurant And Cafe,0,No,3.1outof5,,400
489,Roti Ghar,0,No,3.9outof5,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",500
490,The Coffee Shack,0,Yes,4.2outof5,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread",500
491,Multi Snacky Hub,0,No,NEW,,200
492,Kettle & Kegs,0,No,3.2outof5,,200
493,Baisakhi,0,No,3.8outof5,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",500
494,Corner House Ice Cream,0,No,4.3outof5,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse",400
495,Poonam Sweets,0,No,4.4outof5,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",150
496,XO Belgian Waffle,0,No,3.7outof5,,400
497,Old Mumbai Ice Cream,0,No,3.9outof5,Friendly Staff,150
498,Cake of the Day,0,No,3.7outof5,,150
499,Amma's Pastries,0,No,3.8outof5,,400
500,Kanti Sweets,0,No,4.0outof5,,400
501,Sugar Rush,0,No,3.8outof5,,300
502,Polar Bear,0,No,3.9outof5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",400
503,San Churro Cafe,0,No,3.8outof5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",800
504,Anand Sweets and Savouries,0,No,3.7outof5,,400
505,Ibaco,0,No,3.9outof5,,300
506,Kirthi's Biryani,0,No,3.8outof5,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700
507,The Lassi and Juice Park,0,No,3.8outof5,,150
508,Stoned Monkey,0,No,4.3outof5,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu",500
509,Parimala Sweets,0,No,3.5outof5,,200
510,The Big O Bakes,0,No,4.0outof5,,300
511,Shree Mahalakshmi Sweets,0,No,3.2outof5,,100
512,Keventers,0,No,3.7outof5,,400
513,Dessert Rose,0,No,3.5outof5,,500
514,Thanco's Natural Ice Creams,0,No,3.2outof5,,300
515,Corner Stone,0,No,3.6outof5,,300
516,Kaggis,0,No,3.8outof5,,250
517,Cocoa Bakes,0,No,3.6outof5,,350
518,Floured-Baked With Love,0,No,3.8outof5,"Cup Cake, Chocolate Cake",400
519,CAFE NOVA,0,No,3.2outof5,,600
520,Cakes & Slices,0,No,3.5outof5,,300
521,Arun Ice Cream,0,No,3.4outof5,,150
522,Just Bake,0,No,3.4outof5,,400
523,Dharwad Line Bazaar Mishra Pedha,0,No,,,150
524,Cake Bite,0,No,,,300
525,Kwality Wall's Swirl's Happiness Station,0,No,2.9outof5,,200
526,Melting Melodies,0,No,NEW,,300
527,Sweet N Swirl,0,No,3.2outof5,,150
528,Me And My Cake,0,No,,,500
529,Mukesh Sweet Centre,0,No,,,300
530,Darkolates,0,No,,,200
531,Sai Super Sandwich,0,No,NEW,,200
532,Sweet Truth,0,No,3.9outof5,,500
533,Waffle-A-Go Go,0,No,3.9outof5,Waffles,400
534,Gopi Ice Creams,0,No,NEW,,100
535,Sri Venkateshwara Sweet Meat Stall,0,No,4.0outof5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",400
536,Baskin Robbins,0,No,3.7outof5,,250
537,Redberrys,0,No,4.0outof5,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam",600
538,Amande Patisserie,0,No,4.0outof5,"Macaroon, Mousse, Caramel Eclair",300
539,Srinivasa Brahmins Bakery,0,No,3.6outof5,,150
540,Jain Bakes,0,No,3.6outof5,,250
541,Cake Ghar,0,No,3.8outof5,,400
542,KC Das - Sweet Spot,0,No,3.6outof5,,200
543,Sugar Stars Co,0,No,,,300
544,Diabetics Dezire Sugarless Sweets and Bakes,0,No,3.3outof5,,300
545,Cake Yard,0,No,3.3outof5,,250
546,Iceberg Icecreams,0,No,4.0outof5,,250
547,A2B Veg - Adyar Ananda Bhavan,0,No,2.7outof5,Masala Dosa,400
548,Bombay Kulfis,0,No,,,200
549,Sri Krishna Sweets,0,No,3.7outof5,,250
550,Cake Art,0,No,3.5outof5,,400
551,Cakecraft,0,No,,,350
552,Asha Sweets Centre,0,No,3.6outof5,,250
553,My Tea House,0,Yes,NEW,,500
554,The Krishna Grand,0,No,3.9outof5,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750
555,Sea Spice by 7 Star,0,Yes,4.0outof5,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","1,200"
556,Mini Punjabi Dhaba,0,No,4.2outof5,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",350
557,Onesta,0,Yes,4.6outof5,"Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza",600
558,Wamama,0,Yes,4.2outof5,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll",800
559,Jalsa,0,Yes,4.1outof5,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup",800
560,Vinny's,0,Yes,4.2outof5,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800
561,Jcubez,0,Yes,3.8outof5,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries","1,300"
562,Gustoes Beer House,0,No,4.1outof5,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","1,200"
563,Penthouse Cafe,0,No,4.0outof5,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches",700
564,Spice Elephant,0,No,4.1outof5,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani",800
565,Smacznego,0,No,4.2outof5,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos",550
566,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,0,No,4.1outof5,"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe",500
567,Cafe Shuffle,0,Yes,4.2outof5,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",600
568,The Coffee Shack,0,Yes,4.2outof5,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread",500
569,Peppy Peppers,0,No,4.2outof5,"Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup",800
570,Anna Kuteera,0,No,4.0outof5,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa",450
571,Szechuan Dragon,0,No,4.2outof5,"Noodles, Momos, Veg Manchow Soup, Kung Pao Chicken, Chicken Lollipop, Chop Suey, Dragon Chicken",600
572,1947,0,Yes,4.0outof5,"Salads, Panneer Butter Masala, Rabri, Gajar Ka Halwa, Manchow Soup, Aam Panna, Tomato Basil Soup",850
573,Caf-Eleven,0,No,4.0outof5,"Sandwich, Omelette, Ice Tea, Virgin Mojito, Hot Chocolate, Pasta Arrabiata, Hazelnut Cappuccino",450
574,Thamboola,0,No,3.9outof5,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala",800
575,Ferment,0,No,NEW,,"1,000"
576,Havyaka Mess,0,No,3.9outof5,,300
577,San Churro Cafe,0,No,3.8outof5,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",800
578,Cafe Vivacity,0,No,3.8outof5,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",650
579,Chung Wah,0,No,3.9outof5,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb",900
580,Vietnamese Kitchen,0,No,3.6outof5,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",700
581,Blue Wings Bar & Restaurant,0,No,3.7outof5,,700
582,Anand Sweets and Savouries,0,No,3.7outof5,,400
583,Catch-up-ino,0,No,3.9outof5,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi",800
584,Kirthi's Biryani,0,No,3.8outof5,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700
585,T3H Cafe,0,No,3.9outof5,"Cheese Maggi, Peri Peri Fries, Pasta Arrabiata",300
586,Srikrishna Bhavan,0,No,3.8outof5,"Roti, Masala Dosa",300
587,Dal Tadkaa,0,No,2.5outof5,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",500
588,360 Atoms Restaurant And Cafe,0,No,3.1outof5,,400
589,New Imperial Restaurant,0,No,3.7outof5,,450
590,The Vintage Cafe,0,No,3.0outof5,"Burgers, Caramel Milkshake, Iced Coffee, Iced Tea",400
591,Green Gardenia,0,No,3.8outof5,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti",700
592,Parimala Sweets,0,No,3.5outof5,,200
593,Vaishali Deluxe,0,No,3.8outof5,,700
594,Paradise Premium,0,No,3.1outof5,,700
595,Kadala Tarangaa,0,No,3.6outof5,"Sea Food, Neer Dosa",600
596,My Tea House,0,Yes,NEW,,500
597,Vi Ra's Bar and Restaurant,0,No,3.3outof5,Chilli Chicken,800
598,Annapooraneshwari Mess,0,No,,,200
599,Sri Yaksha Shiv Sagar,0,No,3.6outof5,,600
600,7 Hills Restaurant,0,No,,,500
601,Nandhini Deluxe,0,No,2.6outof5,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian",600
602,Corner Stone,0,No,3.6outof5,,300
603,Karavali Fish Center,0,No,3.4outof5,,300
604,Ayda Persian Kitchen,0,No,3.7outof5,,950
605,J Spice,0,No,3.8outof5,"Stuffed Mushroom, Chicken Biryani, Jal-jeera",750
606,Swadesh Tadka,0,No,3.5outof5,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani",600
607,Iyer's Tiffin Centre,0,No,3.8outof5,"Kesari Bath, Masala Dosa",150
608,Kydz Adda,0,No,3.4outof5,,500
609,K27 - The Pub,0,No,3.1outof5,,"1,000"
610,Kotian Karavali Restaurant,0,No,3.5outof5,,300
611,Food Box Cafe,0,No,3.6outof5,,500
612,Hide Out Cafe,0,No,3.7outof5,,300
613,Linnet Bar & Restaurant,0,No,,,500
614,CAFE NOVA,0,No,3.2outof5,,600
615,Darbar,0,No,3.0outof5,"Paneer Tikka, Dal Kichadi, French Fries",800
616,Sri Ganesh Juice and Chats,0,No,3.5outof5,,150
617,Manifest Cafe,0,No,3.5outof5,,500
618,Beijing Bites,0,No,2.7outof5,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill",850
619,Karavali Lunch Home,0,No,,,400
620,The Pizzeria,0,No,2.8outof5,Pesto Pizza,800
621,Sri Krishna Sagar,0,No,3.2outof5,,400
622,Lassi Stop,0,No,3.4outof5,,150
623,Banashankari Nati Style,0,No,,,350
624,Sea Green Cafe,0,No,3.3outof5,,500
625,Cafe Coffee Day,0,No,,,900
626,SLN Bar and Restaurant,0,No,,,700
627,Kaumudis Juoice,0,No,,,150
628,Parijatha Paradise,0,No,NEW,,500
629,As On Fire,0,No,3.5outof5,Pizza,400
630,Pizza Hut,0,No,3.7outof5,"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade",750
631,New Prashanth Hotel,0,No,3.9outof5,"Chicken Biryani, Ragi Mudde, Mutton Chops",650
632,Taaza Thindi,0,No,4.7outof5,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",100
633,Hyderabad Express,0,No,NEW,,300
634,Ayodhya Upachar,0,No,4.3outof5,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200
635,Petoo,0,No,3.7outof5,,450
636,Roving Feast,0,No,4.0outof5,"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti",450
637,KFC,0,No,3.8outof5,"Burgers, French Fries",450
638,Five Star Chicken,0,No,3.6outof5,,200
639,Gama Gama,0,No,3.9outof5,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",200
640,Hotel New Karavali,0,No,3.8outof5,,300
641,Kaapi Corner,0,No,NEW,,100
642,McDonald's,0,No,3.9outof5,"Burgers, Fries, Hot Chocolate",500
