name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
Paratha Junction,0,No,2.9outof5,"Paratha, Kadai Paneer",300
Ambur Hot Dum Biryani,0,No,3.5outof5,,200
SGS Non Veg - Gundu Pulav,0,No,3.6outof5,,400
Prawn Crunch,0,No,3.2outof5,,400
Masale Daan,0,No,,,350
Nammura Donne Biriyani,0,No,3.6outof5,,300
Mahesh Friends Food Center,0,No,2.9outof5,Lassi,300
Public Khana,0,No,3.5outof5,,200
Sri Lakshmi Dhaba,0,No,2.9outof5,"Paratha, Shahi Paneer",250
Rana Vada Pav,0,No,NEW,,250
Tangerine - Davanam Sarovar Portico Suites,0,Yes,4.0outof5,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","1,100"
Fabindia Cafe,0,No,4.2outof5,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha",200
The Yogisthaan Cafe,0,No,4.1outof5,"Paratha, Chai, Poha, Quinoa Burger",600
Gallop Bar - Davanam Sarovar Portico Suites,0,No,3.5outof5,,"1,600"
Pai's Kitchen,0,No,3.5outof5,,200
Royal Lunch Home,0,No,,,150
Truffles,0,No,4.7outof5,"Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert",900
The Black Pearl,0,Yes,4.7outof5,"Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry","1,400"
Koramangala Social,0,No,4.6outof5,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha","1,500"
XOOX Brewmill,0,Yes,4.4outof5,"Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Noodles","2,000"
Gilly's Restobar,0,Yes,4.5outof5,"Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari","1,000"
Bombay Adda,0,Yes,4.5outof5,"Nachos, Cocktails, Chicken Tikka, Nasi Goreng, Pav Bhaji Fondue, Tiramisu, Samosa","1,100"
Buff Buffet Buff,0,Yes,4.5outof5,"Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","1,500"
Levitate Brewery and Kitchen,0,Yes,NEW,"Wheat Beer, Tiramisu, Lager, Rustica Pizza, Paneer Lollipop, Nachos, Chicken Peri Peri Kebab","1,500"
Biergarten,0,Yes,NEW,"Beer, Mezze Platter, Penne Arrabiata Pasta, Cocktails, Bruschettas, Peri Peri Chicken, Pizza","2,100"
Boho,0,Yes,4.2outof5,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers","1,200"
Deja Vu Resto Bar,0,Yes,4.4outof5,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",900
Barbeque Nation,0,Yes,4.7outof5,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","1,600"
Sultans of Spice,0,Yes,4.5outof5,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","1,300"
The Reservoire,0,Yes,4.5outof5,"Cocktails, Bruschettas, Peppy Paneer Pizza, Caramel Custard, Beer, Peri Peri Wings, Wood Fire Pizza","1,300"
Indigo XP,0,No,4.3outof5,"Pasta, Biryani, Cocktails, Mocktails, Pizza, Nachos, Blueberry Cheesecake","1,400"
Dyu Art Cafe,0,No,4.5outof5,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie",800
Brooks and Bonds Brewery,0,Yes,4.4outof5,"Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Potato Wedges, Mango Cider","1,600"
Fenny's Lounge And Kitchen,0,Yes,4.5outof5,"Caramel Pudding, Cocktails, Pizza, Mocktails, Bbq Chicken, Veg Starter, Sea Food","1,600"
Sharief Bhai,0,Yes,4.3outof5,"Mutton Biryani, Nalli Nihari, Patthar Ka Gosht, Phirni, Fry Prawns, Lamb Chops, Paya Soup",700
Asia Kitchen By Mainland China,0,Yes,4.9outof5,"Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup","1,500"
Ulavacharu,0,Yes,NEW,"Ulavacharu, Biryani, Bangla Kodi, Rajugari Kodi Pulao, Curd Rice, Gadwal Kodi Pulao, Plain Rice",900
Brewsky,0,Yes,4.4outof5,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Drunken Chicken Wings, Cocktails, Mocktails","1,600"
ECHOES Koramangala,0,No,4.7outof5,"Pasta, Momos, Mezze Platter, Pizza, Waffles, Chocolate Milkshake, Peri Chicken",750
Bonsouth,0,Yes,4.2outof5,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","1,300"
Chianti,0,Yes,4.7outof5,"Pasta, Tiramisu, Wine, Barbeque Chicken Pizza, Salads, Brownie Chocolate, Bruschettas","1,500"
Village - The Soul of India,0,Yes,4.1outof5,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun","1,000"
House Of Commons,0,Yes,4.8outof5,"Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini","1,000"
Hunger Camp,0,Yes,4.6outof5,"Tandoori Chicken, Chicken Sukha, Chicken Biryani, Neer Dosa, Dal Makhani, Mutton Biryani, Paneer Tikka Masala","1,300"
Punjab Bistro,0,Yes,4.4outof5,"Chicken Shorba, Jumbo Prawns, Beer, Cocktails, Paan Shot, Butter Naan, Biryani","1,500"
Drava,0,Yes,4.4outof5,"Cocktails, Veg Burger, Pizza, Beer, Burgers, Spaghetti Aglio Olio, Sweet Lime Juice","1,500"
The Terrace at Gilly's Redefined,0,Yes,4.6outof5,"Cocktails, Beer, Mocktails, Biryani, Long Island Iced Tea, Drunken Prawn, Sunday Brunch","1,400"
The Boozy Griffin,0,Yes,4.6outof5,"Cocktails, Craft Beer, Salads, Devils Chicken, Sea Food, Mocktails, Wedges","1,800"
Gramin,0,No,4.3outof5,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",600
Simon Says Brew Works,0,Yes,4.5outof5,"Beer, Onion Pakoda, Long Island Iced Tea, Peri Peri Chicken, Cocktails, Veg Platter, Stout","1,400"
Om Made Cafe,0,No,4.0outof5,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","1,300"
Meghana Foods,0,No,4.4outof5,"Chicken Boneless Biryani, Egg Curry, Andhra Biryani, Hyderabadi Biryani, Paneer Biryani, Buttermilk, Sea Food",600
Kesariya,0,Yes,4.2outof5,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati","1,200"
Three Dots & A Dash,0,Yes,4.3outof5,"Cocktails, Pizza, Burgers, Pasta, Coconut Chicken, Mocktails, Nachos","1,500"
Tim Tai,0,Yes,4.4outof5,"Noodles, Rice Paper Rolls, Prawn Dumplings, Vegetable Dimsums, Prawn Dim Sums, Pad Thai, Rendang Chicken","1,400"
Myu Bar at Gilly's Redefined,0,Yes,4.4outof5,"Mai Thai, Sangria, Cocktails, Pizza, Biryani, Beer, Chicken Nachos","1,200"
55 Wall Street,0,Yes,3.9outof5,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos","1,300"
Toscano,0,Yes,4.5outof5,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","1,500"
By The Blue - Grand Mercure,0,Yes,4.1outof5,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter","1,500"
Le Arabia,0,No,NEW,Chicken Biryani,600
Kobe Sizzlers,0,Yes,4.1outof5,"Sandwiches, Salads, Lamb, Ice Tea, Chicken Salad, Steak, Chicken Shashlik","1,000"
Public - The Rooftop Bar And Kitchen,0,Yes,4.3outof5,"Cocktails, Butter Chicken, Beer, Biryani, Tandoori Chicken, Nachos, Roti","1,000"
Happy Brew,0,Yes,4.0outof5,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries","1,000"
Sixth Avenue Cafe And Patisserie,0,No,4.4outof5,"Tea, Chocolate Bomb, Waffles, Mojito, Fries, Pasta Alfredo, Burgers",600
Al-Bek,0,No,3.9outof5,"Biryani, Chicken Shawarama, Chicken Grill, Pepper Chicken, Chicken Shwarma Roll, Chicken Tikka, Punjabi Chicken",650
Big Wong XL,0,Yes,4.5outof5,"Noodles, Manchow Soup, Sake, Veg Sushi, Virgin Pinacolada, Tempura Prawns, Sea Food","1,400"
Nagarjuna,0,No,4.3outof5,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani",800
Crawl Street,0,Yes,4.3outof5,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Mocktails, Paneer Tikka Masala, Pizza","1,200"
Shanmukha,0,No,4.4outof5,"Egg Biryani, Egg Chilli, Mutton Biryani, Hyderabadi Biryani, Naan, Raita, Butter Chicken",800
Eshanya,0,Yes,4.1outof5,"Spring Roll, Vanilla Ice Cream, Veg Thali, Biryani, Thandai, Roti, Tikka","1,000"
Bob's Bar,0,No,NEW,"Murgh Ghee Roast, Beer","1,000"
China Pearl,0,Yes,4.4outof5,"Noodles, Veg Momos, Chicken Soup, Chicken Dumplings, Meishan Tofu, Sea Food, Mocktails","1,100"
Salt - Indian Restaurant Bar & Grill,0,Yes,4.4outof5,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","1,500"
Kopper Kadai,0,Yes,4.1outof5,"Mutton Kalmi, Chicken Biryani, Dahi Ke Kebab, Lassi, Tomato Soup, Ganna Chicken, Soya Chaap","1,200"
Harry's Bar + Cafe,0,Yes,4.2outof5,"Cocktails, Beer, Onion Rings, Burgers, Margherita Pizza, Mocktails, Veg Nachos","1,400"
Kritunga Restaurant,0,No,3.8outof5,"Bamboo Chicken, Pot Biryani, Brain Fry, Hyderabadi Biryani, Brinjal Curry, Jowar Roti, Mutton Curry",650
Wok Paper Scissors,0,No,4.3outof5,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos",550
Oye Amritsar,0,Yes,4.0outof5,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",600
Hunan,0,Yes,4.3outof5,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea","1,100"
Two Friends Cauldron,0,Yes,4.1outof5,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",700
Beer Adda,0,Yes,4.2outof5,"Sea Food, Burgers, Onion Rings, Non Veg Thali, Craft Beer, Roti, Pizza","1,000"
Hungry Hippie,0,Yes,4.3outof5,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade",800
Karavali Grand,0,No,3.7outof5,,600
Aasife & Brothers Biriyani Centre,0,No,3.8outof5,"Biryani, Fried Rice, Fish, Chicken Lollipop",600
Dice N Dine,0,Yes,4.3outof5,"Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos",900
Empire Restaurant,0,No,4.1outof5,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma",750
Royal Treat,0,No,4.1outof5,"Dragon Chicken, Butter Chicken, Rolls, Mutton Biryani, Raita, Panneer Butter Masala, Tandoori Chicken",500
Fava Bistro,0,Yes,4.4outof5,"Pizza, Pita Bread, Beer Cocktail, Shrimp Soup, Baklava, Pasta, Babaganush","1,500"
Nuts Over Salads Cafe,0,Yes,4.4outof5,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Brownie",800
Chinita Real Mexican Food,0,No,4.5outof5,"Churros, Tacos, Nachos, Salad, Burrito Bowl, Enchiladas, Hot Chocolate","1,200"
Moghul Durbar Restaurant,0,No,4.0outof5,"Ghee Rice, Mutton Biryani, Haleem, Lassi, Chicken Biryani, Chicken Kebab, Dal Fry",550
YORK St.,0,No,4.4outof5,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches",900
Nourich,0,Yes,NEW,"Soba Noodles, Pad Thai Noodle, Chicken Sandwich",800
Roundup Cafe,0,Yes,4.2outof5,"Mocktails, Coffee, Salad, Barbecue Chicken Wings, Pizza, Meat Balls, Hot Chocolate",800
Lot Like Crepes,0,No,4.7outof5,"Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe",550
The Flying Trapeze,0,Yes,NEW,Beef Nachos,"1,500"
Crumb Together,0,Yes,4.1outof5,"Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","1,200"
Enerjuvate Studio & Cafe,0,Yes,4.4outof5,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea",800
Checkpost,0,No,4.1outof5,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles",600
Market Table,0,Yes,4.5outof5,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll",900
Baba Chatkora,0,No,NEW,"Dal Makhani, Thali, Matka Lassi","1,000"
Bamey's Restro Cafe,0,No,4.2outof5,"Momo Platter, Thali, Noodles, Chicken Sekuwa, Chicken Thukpa, Jhol Momos, Veg Momos",600
Noodle Panda,0,No,4.3outof5,"Noodles, Momos, Ramen Soup, Bubble Tea, Noodle, Onion Rings, Veg Dim Sums",800
Karama Restaurant,0,No,4.1outof5,"Mutton Mandi, Laccha Paratha, Chicken Curry, Tawa Chicken, Rabri, Raan, Biryani",750
Cafe Graffiters,0,No,3.8outof5,,600
Anjappar,0,No,3.9outof5,"Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken",650
Mayur,0,Yes,3.7outof5,,500
What's In A Name,0,Yes,4.1outof5,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","1,200"
Nandhana Palace,0,Yes,4.1outof5,"Supreme Chicken Biryani, Veg Thali, Chilli Chicken, Curd Rice, Lime Soda, Mutton Bone Soup, Hyderabadi Biryani",800
Tandoor And Spice,0,No,4.0outof5,"Egg Biryani, Tandoori Chicken, Chicken Biryani, Paneer Tikka, Mutton Biryani, Noodles, Dal Tadka",550
Sathya's,0,Yes,4.1outof5,"Chicken Tikka, Egg Chilli, Masala Peanuts, Beer, Pepper Chicken, Chilli Chicken, Masala Papad","1,200"
Galito's,0,No,4.6outof5,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","1,000"
Mr. Beans - Home Cafe,0,Yes,4.2outof5,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","1,000"
154 Breakfast Club,0,Yes,4.0outof5,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette",900
Tunday Kababi,0,No,3.9outof5,"Biryani, Galauti Kebab, Tandoori Chicken, Phirni, Tundey Paratha, Rolls, Rumali Roti",500
Bottle Breacher,0,Yes,4.2outof5,"Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","1,200"
Hyderabad Biryaani House,0,No,4.1outof5,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Mutton Fry, Chicken Biryani, Lassi, Crispy Babycorn",750
Rajdhani Thali Restaurant,0,Yes,4.0outof5,"Rabri, Gatte Ki Subzi, Dhokla, Jalebi, Rajasthani Thali, Aamras, Daal Baati Churma",900
Tibetan Mother's Kitchen,0,No,4.0outof5,"Momos, Noodles, Thukpa, Honey Chilli Potatoes, Chicken Thupka, Pork Chilli, Crispy Honey Chicken",500
Chung Wah,0,No,4.0outof5,"Noodles, Hunan Chicken, Momos, Spring Roll, Wonton Soup, Chicken Butter Garlic, Chicken Satay",800
Naati Manae,0,Yes,3.9outof5,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",700
Eagles Pizza,0,No,3.6outof5,,400
Zero Mile Punjab,0,Yes,4.1outof5,"Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Jeera Rice",800
The Himalayan,0,Yes,4.4outof5,"Mocktails, Kimchi, Sushi, Pork Bibimbap, Ginger Tea, Chicken Sizzler, Salads","1,200"
Cafe D'hide,0,Yes,4.2outof5,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads",600
Krazy Factory,0,No,4.0outof5,"Sandwiches, Pizza, Burgers, Chicken Wings, Steak, Fries, Noodles",
Cafe Medley,0,No,4.2outof5,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza",800
Indian Coffee House & Restaurant,0,No,4.1outof5,"Buttermilk, Chicken Dosa, Masala Dosa, Filter Coffee, Tea, Chicken Sandwich, Paneer Dosa",650
BEIR,0,No,NEW,,800
1722 Urban Bistro,0,Yes,4.1outof5,"Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop",600
Andhra Ruchulu,0,Yes,4.2outof5,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani",800
Mani's Dum Biryani,0,No,3.9outof5,"Kebab Biryani, Raita, Chicken Biryani, Vegetable Biryani, Basmati Rice, Hyderabadi Biryani, Dum Biryani",750
Peace Restaurant,0,No,3.8outof5,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer",500
Fresh Pressery Cafe,0,No,4.1outof5,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","1,200"
The Vacationer's Cafe,0,No,4.1outof5,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers",600
Nellore Ruchulu,0,No,3.7outof5,,800
Tilt Gastro Lounge,0,Yes,4.1outof5,"Cocktails, Burgers, Pasta, Exotic Pizza, Long Island Iced Tea, Honey Chilli Potatoes, Nachos","1,500"
Dande's Hyderabad Biryani,0,No,3.8outof5,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani",700
Bistro Oui,0,Yes,4.1outof5,"Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","1,200"
Coastal Mama,0,Yes,4.1outof5,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Vegetable Biryani",700
Zingron,0,No,4.0outof5,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken",750
52 Wall Street,0,No,3.9outof5,"Beer, Cocktails, Noodles, Buffalo Wings, Chilli Chicken, Pizza, Chicken Tikka","1,400"
Bulls N Bears - Bar Trade Xchange,0,Yes,3.9outof5,"Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn","1,000"
Zhang's - Chinese Restaurant,0,No,4.1outof5,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes",700
Smally's Resto Cafe,0,Yes,4.2outof5,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken",650
Johnny Fox,0,No,3.9outof5,,"1,500"
The Yellow Tuk-Tuk Cafe,0,No,3.6outof5,,500
The Egg Factory,0,No,4.0outof5,"French Toast, Masala Omelette, Pasta, Egg Paratha, Caramel Custard, Biryani, Penne Alfredo",750
Caffe Pascucci,0,Yes,4.0outof5,"Coffee, Cappuccino, Sandwiches, Salads, Asparagus Soup, Woodfire Pizza, Bruschettas","1,300"
Watson's,0,Yes,4.0outof5,"Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn","1,300"
Desipun,0,Yes,4.2outof5,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",500
Punjabi Times,0,Yes,4.1outof5,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha","1,000"
D View Cafe,0,No,4.0outof5,"Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","1,000"
Little Lucknow,0,Yes,4.0outof5,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken",800
Baba Da Dhaba,0,Yes,4.1outof5,"Dal Makhani, Phirni, Kheer, Chicken Butter Masala, Murgh Lababdar, Chicken Tikka, Paneer Tikka",650
Sutra Spice-The Resto Bar,0,No,3.9outof5,,"1,000"
Crafted Plate,0,Yes,4.2outof5,"Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda",600
Smoke - The Sizzler House,0,Yes,4.0outof5,"Butter Garlic Prawns, Mocktails, Noodles, Salads, Brownie, Pasta Sizzler, Chicken Steak","1,100"
Kundana,0,No,3.7outof5,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",800
Onesta,0,Yes,4.4outof5,"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600
Chai Galli,0,No,4.3outof5,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie",450
Sukh Sagar,0,No,3.8outof5,"Pav Bhaji, Panneer Butter Masala, Deluxe Thali, Tea, Panipuri, Chaat, Masala Dosa",500
JukeBox,0,Yes,3.9outof5,"Mutton Dhansak, Steak, Chips, Lasagne, Mashed Potato, Draught Beer, Beef Stroganoff","1,000"
Barbeque Delight,0,No,3.7outof5,"Tandoori Chicken, Paratha",800
Sherlock's Pub,0,Yes,3.9outof5,"Cocktails, Mai Thai, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea","1,300"
Popsies,0,No,3.9outof5,"Momos, Chilli Chicken, Chicken Manchow Soup, Spicy Chicken Wings, Thukpa, Chicken Noodle, Tai Pai Chicken",550
Parkview,0,No,4.0outof5,"Paneer Hyderabadi, Biryani, Idli, Panneer Butter Masala, Roti, Coffee, Masala Dosa",300
Chicken County Grand,0,No,3.9outof5,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Biryani, Hyderabadi Chicken",650
Starbucks,0,No,4.2outof5,"Coffee, Hot Chocolate, Sandwiches, Frappuccino, Hazelnut Latte, Vanilla Latte, Velvet Cake",700
California Burrito,0,No,4.1outof5,"Nachos, Rice Bowl, California Burrito, Rice Bowls, Chicken Quesadilla, Bbq Chicken, Pink Lemonade",400
Tata Cha,0,No,3.7outof5,,500
Thalassery Restaurant,0,No,NEW,,600
Stoner,0,No,4.5outof5,"Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake",500
Meenu Oota Da Maane,0,Yes,4.2outof5,"Sea Food, Neer Dosa, Fish Curry, Chicken Thali, Crab Ghee Roast, Squid Ghee Roast, Murgh Ghee Roast",800
Over The Top Terrace Lounge,0,Yes,3.9outof5,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers","1,400"
Bangaliana,0,No,3.9outof5,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",600
Abhiruchi Hotel,0,No,3.2outof5,,500
Ilyazsab Shawarma Cafe,0,No,NEW,,300
Khawa Karpo,0,No,4.3outof5,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken",350
7 Plates,0,No,3.7outof5,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti",750
Aalishan Restaurant & Caterer,0,No,3.5outof5,"Rolls, Tandoori Murgh Masala, Legendary Arsalan, Firni, Phirni, Mutton Biryani, Chicken Roll",650
Biriyani Mane,0,No,3.7outof5,"Roti, Vegetable Biryani, Chicken Biryani",700
Seasons,0,No,3.8outof5,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita",
Willys Top Cafe,0,No,4.0outof5,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries",750
Momo Blues,0,No,NEW,,200
Tandoor Hut,0,No,4.1outof5,"Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala",700
Azimmo Treat,0,No,3.8outof5,,700
Taj Durbar,0,No,3.8outof5,"Mutton Biryani, Ghee Rice",400
Lounge 189,0,No,3.8outof5,"Cocktails, Watermelon Mojito, Orange Mojito, Steak, Fish, Long Island Iced Tea, Sauteed Vegetables","1,300"
Vitamin Palace,0,No,4.1outof5,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich",650
Curry Leaves,0,No,3.8outof5,"Andhra Meal, Vegetable Biryani, Veg Thali, Chicken Chettinad, French Chicken, Manchurian",600
Axomi - Taste of Assam,0,No,4.0outof5,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",500
Rajanna Military Hotel,0,No,4.1outof5,"Biryani, Chicken Curry, Paya Soup, Paratha, Mutton Keema, Chicken Guntur, Pepper Chicken",400
Khatta Meetha Teekha,0,No,4.2outof5,"Gulab Jamun, Chaat, Raita, Chole, Soya Chaap, Panipuri, Dal Makhani",300
Mavalli Tiffin Room (MTR),0,No,4.1outof5,"Masala Dosa, Coffee, Rava Idli, Badam Halwa, Thali, Vada, Fruit Salad",300
Lazeez,0,No,3.2outof5,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni",600
Saara's Cafe - SS Lumina Hotel,0,Yes,4.2outof5,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala",800
Tenzin Kitchen,0,No,4.2outof5,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli",450
Hatti Punjab Di,0,No,3.3outof5,,600
Nutri Rich,0,No,3.8outof5,"Pizza, Spinach Curry, Salad",350
Restro Cafe,0,No,3.8outof5,,400
Breaktime Brew,0,No,3.7outof5,,550
Uttar Karnataka Meals Restaurant,0,No,3.7outof5,,200
Rajesh Restaurant,0,Yes,3.5outof5,"Coffee, Thali",700
Leon Grill,0,No,4.3outof5,"Burgers, Peri Peri Chicken, Grilled Lamb Burger, Chicken Burger, French Fries",500
Hyderabad Bawarchi,0,No,3.9outof5,"Khubani Ka Meetha, Mutton Biryani, Chicken Biryani, Tandoori Chicken, Hyderabadi Dum Biryani, Raita",800
Gods Own Cafe,0,No,4.4outof5,"Appam, Buttermilk, Fry Prawns, Roast Beef, Masala Prawn, Chicken Stew, Murgh Ghee Roast",300
